Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
2203,2203,375253,95-S-894,95,S,894,"Matsunaga, Spark M.",A bill to establish an Executive Department to be known as the Department of Education.,3/3/77,3.0,1977,6,600,6,600,0,,0,0.0,0.0,1.0,100.0,2,,6,L2_Heterogeneous_Match
2204,2204,283396,114-HR-1741,114,hr,1741,Larry Bucshon,"To ensure that patients receive accurate health care information by prohibiting misleading and deceptive advertising or representation in the provision of health care services, and to require the identification of the license of health care professionals, and for other purposes.",4/13/15,4.0,2015,3,324,3,324,0,,,0.0,0.0,1.0,200.0,0,.,3,L2_Heterogeneous_Match
2205,2205,274801,97-HR-6929,97,HR,6929,John Paul Hammerschmidt,"A bill to amend the Internal Revenue Code of 1954 to extend the targeted jobs credit to December 31, 1983, and to treat as a member of a targeted group for purposes of such credit any economically disadvantaged individual who has attained age 55.",8/4/82,8.0,1982,13,1303,13,1303,0,,0,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
2206,2206,410524,108-S-2768,108,S,2768,Lisa A. Murkowski,A bill to provide competitive status to certain Federal employees in the State of Alaska.,7/22/04,7.0,2004,20,2004,20,2004,0,,0,0.0,0.0,1.0,200.0,2,,20,L2_Heterogeneous_Match
2207,2207,271005,96-HR-3163,96,HR,3163,Fernand Joseph St. Germain,A bill to amend the Solid Waste Disposal Act to provide Federal authority for States to restrict the importation of solid waste.,3/21/79,3.0,1979,7,704,7,704,0,,0,0.0,0.0,1.0,100.0,1,,7,L2_Heterogeneous_Match
2208,2208,283152,114-HR-152,114,hr,152,Walter Jones,To direct the Secretary of the Interior to enter into an agreement to provide for management of the free-roaming wild horses in and around the Currituck National Wildlife Refuge.,2001/6/15,1.0,2015,7,709,7,709,0,,,0.0,0.0,1.0,200.0,0,.,21,L2_Heterogeneous_Match
2209,2209,385038,98-S-1899,98,S,1899,Orrin G. Hatch,A bill to amend the Internal Revenue Code of 1954 to permit certain scientific or educational organizations to issue tax-exempt bonds to finance scientific or educational facilities or equipment.,9/28/83,9.0,1983,6,698,6,698,0,,0,0.0,0.0,1.0,200.0,2,,6,L2_Heterogeneous_Match
2210,2210,81844,84-HR-7662,84,HR,7662,"Church, Marguerite Stitt",Relating to the appointment of certain officials in the Bureau of Customs and the United States Mints,,,1955,20,2002,20,2002,0,,,0.0,0.0,0.0,200.0,1,,20,L2_Heterogeneous_Match
2211,2211,430734,109-HR-968,109,HR,968,H. James Jim Saxton,"To amend title 10, United States Code, to change the effective date for paid-up coverage under the military Survivor Benefit Plan from October 1, 2008, to October 1, 2005.",2/17/05,2.0,2005,16,1608,16,1608,0,,0,,0.0,1.0,200.0,1,,16,L2_Heterogeneous_Match
2212,2212,168963,90-HR-10371,90,HR,10371,"Conte, Silvio O.","To guarantee freedom of speech, assembly, and petition, and for other purposes",,,1967,2,207,2,207,0,,,0.0,0.0,0.0,200.0,1,,2,L2_Heterogeneous_Match
2213,2213,371902,94-S-2338,94,S,2338,"Stafford, Robert T.","A bill to amend section 1448 of title 10, United States Code, to provide survivor benefits in case of death of certain members or former members of the Armed Forces who die before becoming entitled to retired pay for non-Regular service.",9/16/75,9.0,1975,16,1608,16,1608,0,,0,0.0,0.0,0.0,200.0,2,,16,L2_Heterogeneous_Match
2214,2214,152647,89-HR-13109,89,HR,13109,"Ashmore, Robert T.","To amend section 2735 of title 10 of the United States Code, to provide for the finality of settlement effected under. section 2732, 2733, 2734, 2734a, 2734b, or 2736 (76 Stat. 767)",,,1966,16,1608,16,1608,0,,,0.0,0.0,1.0,100.0,1,,20,L3_Expert_Consensus
2215,2215,273604,97-HR-370,97,HR,370,Norman Frederick Lent,A bill to amend the Internal Revenue Code of 1954 to provide individuals a limited exclusion from gross income for interest on deposits in certain savings institutions.,1/5/81,1.0,1981,15,1501,15,1501,0,,0,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
2216,2216,381914,97-S-2251,97,S,2251,Larry Lee Pressler,A bill to amend the Trade Act of 1974 to restore the authority of the President with respect to reciprocal nondiscriminatory treatment.,3/22/82,3.0,1982,18,1802,18,1802,0,,0,0.0,0.0,1.0,200.0,2,,18,L2_Heterogeneous_Match
2217,2217,304259,103-S-1251,103,S,1251,Ernest F. Fritz Hollings,"A bill to extend to 1993 and subsequent crops the disaster assistance provisions of the Food, Agriculture, Conservation, and Trade Act of 1990.",7/15/93,7.0,1993,4,402,4,402,0,,0,0.0,0.0,1.0,100.0,2,,4,L2_Heterogeneous_Match
2218,2218,16274,102-HR-4712,102,HR,4712,Major R. Owens,"To amend the Child Abuse Prevention and Treatment Act to revise and extend programs under such Act, and for other purposes.",3/31/92,3.0,1992,12,1207,12,1207,0,,0,1.0,0.0,1.0,100.0,1,,13,L3_Expert_Consensus
2219,2219,217670,93-HR-323,93,HR,323,Jonathan Brewster Bingham,"To amend the Federal Food, Drug, and Cosmetic Act to provide for the licensing of food manufacturers and processors, and for other purpose.",1/3/73,1.0,1973,4,403,4,403,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
2220,2220,362811,92-S-3672,92,S,3672,"HANSEN, CLIFFORD P.",A bill to amend the Internal Revenue Code of 1954 to provide an exemption from the Federal estate tax for certain debt obligations of domestic corporations in cases where the interest on such obligations would be treated as income from foreign sources for,,,1972,1,107,1,107,0,,,0.0,0.0,0.0,200.0,2,,1,L2_Heterogeneous_Match
2221,2221,13276,102-HR-1714,102,HR,1714,James A. Traficant,To amend the National School Lunch Act to extend benefits under the child care food program to children aged 13 to 15.,4/10/91,4.0,1991,13,1301,13,1301,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
2222,2222,252548,95-HR-14063,95,HR,14063,"Mottl, Ronald M.",A bill to amend the Social Security Act to broaden and regularize State and Federal matching of records for purposes of the various welfare programs and certain related programs.,9/12/78,9.0,1978,13,1300,13,1300,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
2223,2223,262936,95-HR-10217,95,HR,10217,Thad Cochran,A bill to amend section 203 of the National Housing Act for the purpose of extending the repayment period of a mortgage which may be insured under such section.,12/6/77,12.0,1977,14,1401,14,1401,0,,0,0.0,0.0,0.0,200.0,1,,14,L2_Heterogeneous_Match
2224,2224,29512,105-HR-2084,105,HR,2084,Danny K. Davis,"To amend the Internal Revenue Code of 1986 to provide for maximum capital gains tax rate of 15, 22, and 30 percent for individuals.",6/26/97,6.0,1997,1,107,1,107,0,,0,0.0,0.0,0.0,100.0,1,,1,L2_Heterogeneous_Match
2225,2225,988402,112-S-976,112,S,976,Robert P. Casey,"A bill to extend the designation of Monroe County, Pennsylvania, as a HUBZone, and for other purposes.",2005/12/11,5.0,2011,14,1403,14,1403,0,,,,,1.0,100.0,2,,15,L2_Heterogeneous_Match
2226,2226,373313,95-S-2013,95,S,2013,"Eastland, James O.","A bill to amend chapter 40, title 18, United States Code, to require the addition of taggants to explosive materials for the purpose of identification and detection.",8/4/77,8.0,1977,12,1209,12,1227,0,,0,0.0,0.0,1.0,100.0,2,,12,L2_Heterogeneous_Match
2227,2227,244993,94-HR-2766,94,HR,2766,Lionel Van Deerlin,"A bill to amend the Clean Air Act to provide certain limitations with respect to land use, transportation, and certain other controls under air quality implementation plans and to permit an extension of time for the attaining of certain standards.",2/4/75,2.0,1975,7,705,7,705,0,,0,0.0,0.0,1.0,100.0,1,,7,L2_Heterogeneous_Match
2228,2228,35859,107-HR-3557,107,HR,3557,William M. Bill Thomas,"To repeal the antidumping provisions contained in the Act of September 8, 1916.",12/20/01,12.0,2001,18,1807,18,1807,0,,,0.0,0.0,1.0,200.0,1,,18,L2_Heterogeneous_Match
2229,2229,408755,108-S-999,108,S,999,Jon Stevens Corzine,"A bill to establish the Highlands Stewardship Area in the States of Connecticut, New Jersey, New York, and Pennsylvania, and for other purposes.",2005/6/3,5.0,2003,7,711,7,711,0,,0,0.0,0.0,0.0,100.0,2,,21,L2_Heterogeneous_Match
2230,2230,387502,99-S-645,99,S,645,Carl Levin,A bill to provide that loan guarantees in an economic development program shall be limited only by the availability of qualified applicants and limitations on appropriation Acts.,3/7/85,3.0,1985,14,1401,14,1401,0,,0,0.0,0.0,0.0,100.0,2,,15,L2_Heterogeneous_Match
2231,2231,371,100-HR-398,100,HR,398,Claude Denson Pepper,A bill to amend title XVIII of the Social Security Act with respect to requiring institutions to have residency training and fellowship programs in geriatric medicine as a condition for payment of direct medical education costs under the medicare program.,1/6/87,1.0,1987,3,325,3,325,0,,0,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
2232,2232,389391,80-S-1437,80,S,1437,"Downey, Sherid","A bill to amend section 311 of the Tariff Act of 1930, as amended, with respect to the shipment of distilled spirits and wines to Guam, American Samoa, and the Virgin Islands",,,1947,18,1807,18,1807,0,,,0.0,0.0,0.0,100.0,2,,18,L2_Heterogeneous_Match
2233,2233,49473,81-HR-4423,81,HR,4423,"Goodwin, Angier L.","To amend the act entitled An act to authorize leases of real or personal property by the War and Navy Departments, and for other purposes, approved August 5, 1947, to provide for the making of payments in lieu of State and local taxation of certain prop",,,1949,16,1611,16,1611,0,,,0.0,0.0,0.0,200.0,1,,20,L2_Heterogeneous_Match
2234,2234,417348,110-S-2435,110,S,2435,Russell D. Feingold,A bill to limit authority to delay notice of search warrants.,2012/7/7,12.0,2007,12,1210,12,1210,0,,0,0.0,0.0,1.0,100.0,2,,12,L2_Heterogeneous_Match
2235,2235,282641,98-HR-4154,98,HR,4154,James Robert Jones,A bill to provide for reconciliation pursuant to section 3 of the First Concurrent Resolution on the Budget for the fiscal year 1984.,10/19/83,10.0,1983,1,105,1,105,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2236,2236,165654,90-HR-7791,90,HR,7791,"Fascell, Dante B.",To amend section 7701 of the internal Revenue Code of 1954 to clarify the tax status of certain professional associations and corporations formed under State law,,,1967,1,107,1,107,0,,,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2237,2237,422921,106-HR-4267,106,HR,4267,Henry John Hyde,"To amend the Internet Tax Freedom Act to impose a permanent moratorium on State and local taxes on Internet access; to extend for 5 years the duration of the moratorium applicable to multiple and discriminatory taxes on the electronic commerce; to impose a 5-year moratorium on sales of digitized goods and products (and their counterparts); to encourage States to adopt a Uniform Sales and Use Tax, and for other purposes.",4/13/00,4.0,2000,17,1709,17,1709,0,,0,0.0,0.0,1.0,200.0,1,,17,L3_Expert_Consensus
2238,2238,379947,97-S-1410,97,S,1410,Malcolm Wallop,A bill to amend the Internal Revenue Code of 1954 to treat deductions for research and experimental expenses attributable to activities conducted in the United States as allocable to income from sources within the United States.,6/23/81,6.0,1981,17,1798,17,1798,0,,0,0.0,0.0,1.0,200.0,2,,1,L2_Heterogeneous_Match
2239,2239,390342,80-S-1868,80,S,1868,"Connally, Thom","A bill to establish the United States Air Academy at Randolph Field, Tex",,,1947,6,601,6,601,0,,,0.0,0.0,0.0,100.0,2,,16,L3_Expert_Consensus
2240,2240,269780,96-HR-3543,96,HR,3543,Louis Arthur Skip Bafalis,A bill to amend the Wild and Scenic Rivers Act to designate a certain portion of the Myakka River in Florida for potential addition to the wild and scenic rivers system.,4/9/79,4.0,1979,21,2101,21,2101,0,,0,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
2241,2241,94619,85-HR-8000,85,HR,8000,"Perkins, Carl D.",To provide disability retirement benefits for civilian employees of the Government in certain additional cases.,,,1957,20,2004,20,2004,0,,,0.0,0.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
2242,2242,429914,109-HR-148,109,HR,148,Robert Bob Menendez,"To require the Federal Communications Commission to report to Congress regarding the ownership and control of broadcast stations used to serve language minorities, and for other purposes.",2001/4/5,1.0,2005,17,1700,17,1700,0,,0,,0.0,0.0,100.0,1,,17,L2_Heterogeneous_Match
2243,2243,428351,108-HR-4016,108,HR,4016,Clifford B. Cliff Stearns,"To amend the Public Health Service Act to provide for the education and training of allied health professionals in exchange for a service commitment, and for other purposes.",3/23/04,3.0,2004,3,325,3,325,0,,0,0.0,0.0,1.0,200.0,1,,3,L2_Heterogeneous_Match
2244,2244,265702,96-HR-3309,96,HR,3309,Stephen Joshua Solarz,A bill to amend title II of the Social Security Act to eliminate the duration-of-marriage requirements (and other special requirements) which are presently applicable in determining whether a person is the widow or widower of an insured individual for benefit purposes.,3/28/79,3.0,1979,13,1303,13,1303,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
2245,2245,138826,88-HR-11666,88,HR,11666,"Schwengel, Frederick D.","To provide for the detail of Foreign Service officers to private institutions and organizations, and for other purposes",,,1964,19,1929,19,1929,0,,,0.0,0.0,0.0,200.0,1,,19,L2_Heterogeneous_Match
2246,2246,269700,96-HR-6144,96,HR,6144,Don Leroy Bonker,A bill to amend the Black Bass Act as it applies to steelhead trout.,12/14/79,12.0,1979,7,709,7,709,0,,0,0.0,0.0,1.0,100.0,1,,7,L2_Heterogeneous_Match
2247,2247,227081,93-HR-14325,93,HR,14325,John Joseph Moakley,A bill to provide for a program of assistance to State governments in reforming their real property tax laws and providing relief from real property taxes for low-income individuals.,4/23/74,4.0,1974,14,1406,14,1406,0,,0,0.0,0.0,1.0,100.0,1,,13,L3_Expert_Consensus
2248,2248,342541,87-S-1891,87,S,1891,"Javits, Jacob","A bill to provide for the appointment of a U.S. permanent representative to the Organization of Economic Cooperation and Development, and for other purposes.",,,1961,19,1906,19,1906,0,,,0.0,0.0,0.0,200.0,2,,19,L2_Heterogeneous_Match
2249,2249,446101,111-H-3303,111,HR,3303,George Miller,To amend the Port-to-Portal Act of 1947 to suspend the statute of limitations for certain rights of action under the Fair Labor Standards Act during investigations by the Secretary of Labor.,7/23/09,7.0,2009,5,505,5,505,0,0000-00-00,,0.0,0.0,1.0,100.0,1,0,5,L2_Heterogeneous_Match
2250,2250,40749,80-HR-2571,80,HR,2571,"Grant, Robert A.",To amend subsections (c) and (e) of section 2883 of the Internal Revenue Code,,,1947,1,107,1,107,0,,,0.0,0.0,1.0,200.0,1,,1,L2_Heterogeneous_Match
2251,2251,287623,99-HR-4117,99,HR,4117,Anthony Charles Beilenson,A bill to amend the Internal Revenue Code of 1954 to reduce the Federal deficit by increasing the tax on gasoline and other motor fuels during periods of lower crude oil prices.,2/4/86,2.0,1986,8,803,8,803,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2252,2252,1096,100-HR-2316,100,HR,2316,Sedgwick William Bill Green,A bill to amend the Internal Revenue Code of 1986 to allow tenants of residential rental property a deduction for certain real property taxes.,5/7/87,5.0,1987,14,1400,14,1400,0,,0,0.0,0.0,0.0,200.0,1,,14,L2_Heterogeneous_Match
2253,2253,27641,105-HR-213,105,HR,213,Ron Klink,To amend the Internal Revenue Code of 1986 to allow a deduction for contributions to an individual training account.,1/7/97,1.0,1997,1,107,1,107,0,,0,0.0,0.0,0.0,100.0,1,,5,L2_Heterogeneous_Match
2254,2254,419727,106-HR-1073,106,HR,1073,Rick A. Lazio,To amend title IV of the Stewart B. McKinney Homeless Assistance Act to consolidate the Federal programs for housing assistance for the homeless into a block grant program that ensures that States and communities are provided sufficient flexibility to use assistance amounts effectively.,3/11/99,3.0,1999,14,1409,14,1409,0,,0,0.0,0.0,1.0,200.0,1,,14,L2_Heterogeneous_Match
2255,2255,372023,94-S-2354,94,S,2354,"Cannon, Howard Walter","A bill directing the Secretary of Agriculture to convey the property comprising the Lee Canyon Youth Camp, Toiyabe National Forest, Nev., to Clark County, Nev.",9/17/75,9.0,1975,21,2103,21,2103,0,,0,0.0,0.0,1.0,100.0,2,,21,L2_Heterogeneous_Match
2256,2256,222215,93-HR-9383,93,HR,9383,James Harvey,"A bill to provide for the restructuring of the rail system in the Northeast, and for other purposes.",7/18/73,7.0,1973,10,1005,10,1005,0,,0,0.0,0.0,0.0,200.0,1,,10,L2_Heterogeneous_Match
2257,2257,389445,80-S-1428,80,S,1428,"Langer, Willia","A bill to amend sections 9 and 40 of the United States Employees Compensation Act, as amended",,,1947,20,2004,20,2004,0,,,0.0,0.0,1.0,200.0,2,,20,L2_Heterogeneous_Match
2258,2258,1006036,113-S-147,113,S,147, Barbara Boxer,A bill to establish minimum standards for States that allow the carrying of concealed firearms.,1/24/13,1.0,2013,12,1209,12,1227,0,,,0.0,0.0,1.0,100.0,2,0,12,L2_Heterogeneous_Match
2259,2259,421308,106-HR-2654,106,HR,2654,Howard Coble,"To amend title 35, United States Code, to provide enhanced protection for inventors and innovators, protect patent terms, reduce patent litigation, and for other purposes.",7/30/99,7.0,1999,15,1522,15,1522,0,,0,0.0,0.0,1.0,200.0,1,,17,L2_Heterogeneous_Match
2260,2260,85033,84-HR-11034,84,HR,11034,"Laird, Melvin R.",To preserve the Menominee tribal forests during the formulation by the Menominee Indian Tribe of its plans for future control of the tribal property.,,,1956,21,2102,21,2102,0,,,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
2261,2261,300055,102-S-2114,102,S,2114,Robert William Packwood,"A bill to amend the Social Security Act to provide access to health care benefits for all Americans, and for other purposes.",11/26/91,11.0,1991,3,301,3,301,0,,0,0.0,0.0,0.0,200.0,2,,3,L2_Heterogeneous_Match
2262,2262,425577,108-HR-1242,108,HR,1242,Nita M. Lowey,To establish a program to provide child care through public-private partnerships.,2003/12/3,3.0,2003,5,508,5,508,0,,0,0.0,0.0,0.0,100.0,1,,13,L3_Expert_Consensus
2263,2263,106859,86-HR-6374,86,HR,6374,"Multer, Abraham J.","To amend the Renegotiation Act of 1951 to assist small business, and for other purposes",,,1959,15,1521,15,1521,0,,,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
2264,2264,232918,93-HR-14577,93,HR,14577,Joseph Phillip Vigorito,A bill to further amend the Agricultural Marketing Act of 1946.,5/2/74,5.0,1974,4,404,4,404,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
2265,2265,436476,110-HR-274,110,HR,274,Jo Ann S. Davis,"To impose certain limitations on the receipt of out-of-State municipal solid waste, and for other purposes.",2001/5/7,1.0,2007,7,703,7,703,0,,0,0.0,0.0,0.0,200.0,1,,7,L2_Heterogeneous_Match
2266,2266,427732,108-HR-3397,108,HR,3397,James O. Jim McCrery,"To amend the Internal Revenue Code of 1986 to allow a deduction for contributions to individual investment accounts, and for other purposes.",10/29/03,10.0,2003,1,107,1,107,0,,0,0.0,0.0,1.0,200.0,1,,1,L2_Heterogeneous_Match
2267,2267,274886,97-HR-7226,97,HR,7226,Beverly Barton Butcher Byron,"A bill to amend the Internal Revenue Code of 1954 to permit the rollover of gain from the sale (under a farmland preservation program) of farmland development rights to any State or political subdivision thereof or to certain charitable organizations, and for other purposes.",9/30/82,9.0,1982,4,400,4,400,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
2268,2268,349730,89-S-2685,89,S,2685,"Curtis, Carl T","A bill to provide for an extension of interstate Highway No. 29 Into Nebraska, including a bridge",,,1965,10,1002,10,1002,0,,,0.0,0.0,0.0,200.0,2,,10,L2_Heterogeneous_Match
2269,2269,358548,91-S-3347,91,S,3347,"Church, Frank","A bill to reorganize and strengthen the U.S. Government structure for dealing with Western Hemisphere affairs, and for other purposes",,,1970,19,1921,19,1921,0,,,0.0,0.0,1.0,100.0,2,,19,L2_Heterogeneous_Match
2270,2270,272661,96-HR-3544,96,HR,3544,William Dean Burlison,A bill to prohibit the Secretary of Agriculture from prohibiting the use of nitrites as a food preservative on the basis of any carcinogenic effect nitrites may be represented to have until a satisfactory substitute preservative is commercially available.,4/9/79,4.0,1979,4,403,4,403,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
2271,2271,364489,93-S-4253,93,S,4253,Jacob Koppel Javits,A bill to amend the Council on Wage and Price Stability Act to provide the Council the authority to issue subpoenas and to delay inflationary wage or price increases.,12/18/74,12.0,1974,1,110,1,110,0,,0,0.0,0.0,0.0,200.0,2,,1,L2_Heterogeneous_Match
2272,2272,70062,83-HR-6372,83,HR,6372,"Harrison, William Henry","To amend section 17 of the Mineral Leasing Act of February 25, 1920, as amended",,,1953,21,2103,21,2103,0,,,0.0,0.0,1.0,200.0,1,,8,L3_Expert_Consensus
2273,2273,287992,99-HR-3282,99,HR,3282,Harley Orrin Staggers,"A bill to amend chapter 30 of title 38, United States Code, to provide for educational assistance for apprenticeship or other onjob training under the new GI bill educational assistance program.",9/11/85,9.0,1985,5,502,5,502,0,,0,0.0,0.0,1.0,100.0,1,,6,L2_Heterogeneous_Match
2274,2274,22771,103-HR-4997,103,HR,4997,George E. Brown,"To amend title 18, United States Code, to prohibit interstate-connected conduct relating to exotic animals.",8/19/94,8.0,1994,4,405,4,405,0,,0,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
2275,2275,115061,87-HR-1256,87,HR,1256,"Zelenko, Herbert",To require the Secretary of the Treasury to issue identifying numbered receipt upon the filing of income tax returns in order to aid in the collection of income taxes,,,1961,1,107,1,107,0,,,0.0,0.0,1.0,100.0,1,,1,L3_Expert_Consensus
2276,2276,61394,82-HR-6099,82,HR,6099,"Seely-Brown, Horace Jr.","To prohibit the transportation of certain flammable textile fabrics in interstate commerce, and for other purposes",,,1952,15,1525,15,1525,0,,,0.0,0.0,0.0,200.0,1,,10,L3_Expert_Consensus
2277,2277,93148,85-HR-6565,85,HR,6565,"Cramer, William C.","To amend the peanut marketing quota provisions of the Agricultural Adjustment Act of 1938, as amended, and for other purposes.",,,1957,4,402,4,402,0,,,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
2278,2278,332038,85-S-666,85,S,666,"Langer, Willia",A bill to remove wheat for seeding purposes which has been treated with poisonous substances from the unfit for human consumption category for the purposes of section 22 of the Agricultural Adjustment Act of 1933.,,,1957,4,402,4,402,0,,,0.0,0.0,0.0,200.0,2,,4,L2_Heterogeneous_Match
2279,2279,280742,98-HR-6199,98,HR,6199,Edgar Lanier Ed Jenkins,A bill to amend section 501(c)(14) of the Internal Revenue Code of 1954 to exempt from income taxation certain nonprofit corporations and associations organized to provide reserve funds for domestic savings and loan associations; and for other purposes.,9/6/84,9.0,1984,15,1501,15,1501,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2280,2280,236383,94-HR-159,94,HR,159,Bella Savitzky Abzug,A bill to amend title II of the Social Security Act to reduce from 20 to 5 years the length of time a divorced woman's marriage to an insured individual must have lasted in order for her to qualify for wife's or widow's benefits on his wage record.,1/14/75,1.0,1975,13,1303,13,1303,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
2281,2281,46350,81-HR-979,81,HR,979,"Bates, George J.",To increase the monthly rate of service pension payable to certain widows or remarried widows of Civil War veterans.,,,1949,16,1609,16,1609,0,,,0.0,0.0,0.0,200.0,1,,13,L3_Expert_Consensus
2282,2282,412538,109-S-1747,109,S,1747,John Cornyn,"A bill to limit liability for volunteers and those providing goods and services for disaster relief, and for other purposes.",9/21/05,9.0,2005,5,501,5,501,0,,0,,0.0,1.0,200.0,2,,5,L2_Heterogeneous_Match
2283,2283,142042,89-HR-2113,89,HR,2113,"Redlin, Rolland","To provide for a connecting road between three units of the Theodore Roosevelt National Memorial Park, N. Dak., and for other purposes",,,1965,10,1002,10,1002,0,,,0.0,0.0,1.0,100.0,1,,21,L3_Expert_Consensus
2284,2284,328296,84-S-2712,84,S,2712,"Magnuson, Warr","A bill to authorize the charging of tolls for transit over the Manette Bridge in Bremerton, Wash",,,1955,10,1002,10,1002,1,,,1.0,1.0,1.0,100.0,2,,10,L2_Heterogeneous_Match
2285,2285,434679,109-HR-4913,109,HR,4913,Michael G. Fitzpatrick,To amend the Internal Revenue Code of 1986 to encourage the use of corrosion prevention and mitigation measures in the construction and maintenance of business property.,2003/9/6,3.0,2006,18,1806,18,1806,0,,0,,0.0,1.0,200.0,1,,15,L2_Heterogeneous_Match
2286,2286,366166,93-S-3106,93,S,3106,Hubert Horatio Humphrey,"A bill to amend the Social Security Act to provide for improvements in the program relating to diagnosis, screening, and referral of child health and maternal conditions established by title V of such act.",3/4/74,3.0,1974,3,332,3,332,0,,0,0.0,0.0,1.0,100.0,2,,3,L2_Heterogeneous_Match
2287,2287,195758,91-HR-16882,91,HR,16882,"Halpern, Seymour","To protect the public health and safety to provide new means for the control of the depressant, stimulant, and hallucinogenic drugs, and, for other purposes",,,1970,12,1203,12,1203,0,,,0.0,0.0,0.0,200.0,1,,12,L2_Heterogeneous_Match
2288,2288,209456,92-HR-10276,92,HR,10276,"Mayne, Wiley","To amend the act of February 28, 1947, as amended, to authorize the Secretary of Agriculture to cooperate with the Republic of Mexico in the control and/or eradication on any communicable disease of animals in order to protect the livestock and poultry industries of the United States",,,1971,19,1921,19,1921,0,,,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
2289,2289,314421,107-S-1731,107,S,1731,Thomas Tom Harkin,"An original bill to strengthen the safety net for agricultural producers, to enhance resource conservation and rural development, to provide for farm credit, agricultural research, nutrition, and related programs, to ensure consumers abundant food and fiber, and for other purposes.",11/27/01,11.0,2001,4,400,4,400,0,,,0.0,0.0,1.0,100.0,2,,4,L2_Heterogeneous_Match
2290,2290,432305,109-HR-2539,109,HR,2539,John D. J.D. Hayworth,To extend the temporary suspension of duty on certain cathode-ray tubes.,5/23/05,5.0,2005,18,1807,18,1807,0,,0,,0.0,1.0,200.0,1,,18,L2_Heterogeneous_Match
2291,2291,88484,85-HR-2027,85,HR,2027,"O'Neill, Thomas P. Jr.","To amend section 201 of the Immigration and Nationality Act, so as to provide that all quota numbers not used in any year shall be made available to immigrants in oversubscribed areas in the following year, and for other purposes.",,,1957,9,900,9,900,0,,,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
2292,2292,331541,84-S-930,84,S,930,"Mundt, Karl E.","A bill to provide an adequate, balanced, and orderly flow of milk and dairy products in interstate and foreign commerce; to stabilize prices of milk and dairy products; to impose a stabilization fee on the marketing of milk and butterfat; and for other pu",,,1955,4,404,4,404,0,,,0.0,0.0,0.0,200.0,2,,4,L2_Heterogeneous_Match
2293,2293,50971,81-HR-6255,81,HR,6255,"Yates, Sidney R.",To authorize the appointment of two additional district judges for the northern district of Illinois,,,1949,12,1204,12,1204,0,,,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
2294,2294,337227,86-S-912,86,S,912,"Mundt, Karl E.",A bill to amend title II of the Agricultural Act of 1956 so as to provide for the utilization of surplus agricultural products through the use in motor fuels of alcohol manufactured from agricultural products grown on farms -in the United States.,,,1959,4,402,4,402,0,,,0.0,0.0,0.0,200.0,2,,8,L3_Expert_Consensus
2295,2295,309009,105-S-2313,105,S,2313,Judd A. Gregg,"A bill to amend title II of the Social Security Act to provide for individual security accounts funded by employee and employer social security payroll deductions, to extend the solvency of the old-age, survivors, and disability insurance program, and for other purposes.",7/15/98,7.0,1998,13,1303,13,1303,0,,0,0.0,0.0,1.0,200.0,2,,13,L2_Heterogeneous_Match
2296,2296,134746,88-HR-7849,88,HR,7849,"Farbstein, Leonard","To amend the Immigration and Nationality Act, and for other purposes",,,1963,9,900,9,900,0,,,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
